q;3
0;1.751
1;1.751
2;1.751
3;1.751
4;1.751
5;1.751
6;1.521
7;2.731
8;2.212
9;3.213
10;0.513
11;0.513
12;0.513
13;1.752
14;0.513
15;0.513
16;2.731
17;3.211
18;0.513
19;1.751
20;1.751
21;1.751
22;1.751
23;1.751
24;1.751
