q;3
0;1.252
1;1.252
2;1.252
3;1.252
4;1.252
5;1.252
6;2
7;0.94
8;0.66
9;0
10;0
11;0
12;0.66
13;0
14;0
15;2
16;1.612
17;0.66
18;0.44
19;0
20;0
21;0
22;1.252
23;1.252
24;1.252
